Quận/Huyện,Tên đường/Làng xã,Đoạn: Từ - Đến,VT1,VT2,VT3,VT4,VT5,Loại,Trang
Quận 2,"ĐƯỜNG SỐ 1 (DỰ ÁN TÂN HOÀN MỸ), PHƯỜNG BÌNH TRƯNG ĐÔNG, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN DUY TRINH - CUỐI ĐƯỜNG,5.280.000,2.640.000,2.112.000,1.689.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 5 (DỰ ÁN TÂN HOÀN MỸ), PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG SỐ 8 (DỰ ÁN TÂN HOÀN MỸ), PHƯỜNG BÌNH TRƯNG ĐÔNG",4.960.000,2.480.000,1.984.000,1.587.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 6 (DỰ ÁN TÂN HOÀN MỸ), PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG SỐ 1 (DỰ ÁN TÂN HOÀN MỸ), PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG SỐ 5 (DỰ ÁN TÂN HOÀN MỸ), PHƯỜNG BÌNH TRƯNG ĐÔNG",4.960.000,2.480.000,1.984.000,1.587.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 8 (DỰ ÁN TÂN HOÀN MỸ), PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG SỐ 1 (DỰ ÁN TÂN HOÀN MỸ), PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",4.960.000,2.480.000,1.984.000,1.587.200,-,Đất TM-DV đô thị,9
Quận 2,"NGUYỄN TRUNG NGUYỆT, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 42, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.320.000,2.160.000,1.728.000,1.382.400,-,Đất TM-DV đô thị,9
Quận 2,"NGUYỄN VĂN GIÁP, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG BÌNH TRƯNG - HẺM 112, ĐƯỜNG 42",3.360.000,1.680.000,1.344.000,1.075.200,-,Đất TM-DV đô thị,9
Quận 2,"NGUYỄN VĂN GIÁP, PHƯỜNG BÌNH TRƯNG ĐÔNG","HẺM 112, ĐƯỜNG 42 - ĐƯỜNG 6, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,9
Quận 2,"NGUYỄN VĂN GIÁP, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 6, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.360.000,1.680.000,1.344.000,1.075.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG BÌNH TRƯNG, PHƯỜNG BÌNH TRƯNG ĐÔNG - CÁT LÁI",LÊ VĂN THỊNH - NGUYỄN VĂN GIÁP,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 1, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN DUY TRINH - ĐƯỜNG 38, PHƯỜNG BÌNH TRƯNG TÂY",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,LÊ HỮU KIỀU,NGUYỄN THỊ ĐỊNH - BÁT NÀN,4.800.000,2.400.000,1.920.000,1.536.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 3, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN DUY TRINH - ĐƯỜNG 38, PHƯỜNG BÌNH TRƯNG TÂY",3.200.000,1.600.000,1.280.000,1.024.000,-,Đất TM-DV đô thị,9
Quận 2,ĐƯỜNG 53-BTT,LÊ HỮU KIỀU - BÁT NÀN,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,BÁT NÀN,ĐỒNG VĂN CỐNG - CUỐI ĐƯỜNG,3.200.000,1.600.000,1.280.000,1.024.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 5, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN DUY TRINH - ĐƯỜNG 6, PHƯỜNG BÌNH TRƯNG TÂY",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 6, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN THỊ ĐỊNH - NGUYỄN TƯ NGHIÊM,3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,NGUYỄN ĐĂNG ĐẠO,ĐƯỜNG 47-BTT - ĐƯỜNG 53-BTT,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,ĐƯỜNG 47-BTT,LÊ HỮU KIỀU - BÁT NÀN,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,ĐƯỜNG 48-BTT,LÊ HỮU KIỀU - BÁT NÀN,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,ĐƯỜNG 49-BTT,LÊ HỮU KIỀU - BÁT NÀN,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,ĐƯỜNG 50-BTT,LÊ HỮU KIỀU - NGUYỄN ĐẶNG ĐẠO,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,ĐƯỜNG 51-BTT,LÊ HỮU KIỀU - NGUYỄN ĐẶNG ĐẠO,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,ĐƯỜNG 52-BTT,LÊ HỮU KIỀU - BÁT NÀN,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 8, PHƯỜNG BÌNH TRƯNG TÂY",TRỌN ĐƯỜNG -,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 13, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 14, PHƯỜNG BÌNH TRƯNG TÂY - ĐƯỜNG 39, PHƯỜNG BÌNH TRƯNG TÂY",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 10, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG BÌNH TRƯNG (PHƯỜNG BÌNH TRƯNG TÂY - CÁT LÁI) - ĐƯỜNG 39, PHƯỜNG BÌNH TRƯNG TÂY",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 10, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 39, PHƯỜNG BÌNH TRƯNG TÂY - ĐƯỜNG 30, PHƯỜNG BÌNH TRƯNG TÂY",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 14, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN DUY TRINH - ĐƯỜNG 33, PHƯỜNG BÌNH TRƯNG TÂY",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 11, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 39, PHƯỜNG BÌNH TRƯNG TÂY - ĐƯỜNG 42, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 15, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN DUY TRINH - ĐƯỜNG 38, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 17, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN DUY TRINH - SÔNG GIỒNG ÔNG TỐ,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 18, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 3, PHƯỜNG BÌNH TRƯNG TÂY - ĐƯỜNG 28, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 19, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN DUY TRINH - ĐƯỜNG 38, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 22, PHƯỜNG BÌNH TRƯNG TÂY - ĐƯỜNG 38, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 22, KHU PHỐ 1, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN DUY TRINH - ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 22, KHU PHỐ 4, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN DUY TRINH - CUỐI ĐƯỜNG,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 23, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN DUY TRINH - CUỐI ĐƯỜNG,3.200.000,1.600.000,1.280.000,1.024.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN THỊ ĐỊNH - ĐƯỜNG 5, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 28, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN DUY TRINH - ĐƯỜNG 38, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 29, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN THỊ ĐỊNH - LÊ HỮU KIỀU,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 30, PHƯỜNG BÌNH TRƯNG TÂY",ĐƯỜNG BÌNH TRƯNG (PHƯỜNG BÌNH TRƯNG TÂY - CÁT LÁI) - NGUYỄN TƯ NGHIÊM,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 31, PHƯỜNG BÌNH TRƯNG TÂY","NGUYỄN TUYỂN - ĐƯỜNG 13, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 32, PHƯỜNG THẠNH MỸ LỢI - PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 33, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 13, PHƯỜNG BÌNH TRƯNG TÂY - LÊ VĂN THỊNH",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 34, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG TÂY - ĐƯỜNG 5, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 35, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN TUYỂN - NGUYỄN DUY TRINH,3.200.000,1.600.000,1.280.000,1.024.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 36, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 37, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 13, PHƯỜNG BÌNH TRƯNG TÂY - ĐƯỜNG 35, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 38, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 1, PHƯỜNG BÌNH TRƯNG TÂY - ĐƯỜNG 19, PHƯỜNG BÌNH TRƯNG TÂY",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 39, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG 10, PHƯỜNG BÌNH TRƯNG TÂY - LÊ VĂN THỊNH",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,ĐƯỜNG BÌNH TRƯNG (PHƯỜNG BÌNH TRƯNG TÂY - CÁT LÁI),"NGUYỄN THỊ ĐỊNH - ĐƯỜNG 10, PHƯỜNG BÌNH TRƯNG TÂY",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 7, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG SỐ 27, PHƯỜNG BÌNH TRƯNG TÂY - CUỐI ĐƯỜNG",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 9, PHƯỜNG BÌNH TRƯNG TÂY",ĐƯỜNG BÌNH TRƯNG (PHƯỜNG BÌNH TRƯNG TÂY - CÁT LÁI) - CUỐI ĐƯỜNG,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 25, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 26, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,3.200.000,1.600.000,1.280.000,1.024.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 27, PHƯỜNG BÌNH TRƯNG TÂY",TRỌN ĐƯỜNG -,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 41, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN DUY TRINH - CUỐI ĐƯỜNG,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 42, PHƯỜNG BÌNH TRƯNG TÂY","ĐƯỜNG SỐ 11, PHƯỜNG BÌNH TRƯNG TÂY - CUỐI ĐƯỜNG",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,9
Quận 2,LÊ VĂN THỊNH,NGUYỄN DUY TRINH - NGUYỄN THỊ ĐỊNH,4.640.000,2.320.000,1.856.000,1.484.800,-,Đất TM-DV đô thị,9
Quận 2,NGUYỄN DUY TRINH,CẦU GIỒNG ÔNG TỐ 1 - CẦU XÂY DỰNG,5.280.000,2.640.000,2.112.000,1.689.600,-,Đất TM-DV đô thị,9
Quận 2,"NGUYỄN TƯ NGHIÊM, PHƯỜNG BÌNH TRƯNG TÂY",NGUYỄN DUY TRINH - NGUYỄN TUYỂN,4.640.000,2.320.000,1.856.000,1.484.800,-,Đất TM-DV đô thị,9
Quận 2,"NGUYỄN TUYỂN, PHƯỜNG BÌNH TRƯNG TÂY",TRỌN ĐƯỜNG -,4.640.000,2.320.000,1.856.000,1.484.800,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 2, PHƯỜNG THẠNH MỸ LỢI",NGUYỄN THỊ ĐỊNH - TRỊNH KHẮC LẬP,5.280.000,2.640.000,2.112.000,1.689.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 3, PHƯỜNG THẠNH MỸ LỢI","NGUYỄN THỊ ĐỊNH - ĐƯỜNG 6, PHƯỜNG THẠNH MỸ LỢI",5.280.000,2.640.000,2.112.000,1.689.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 4, PHƯỜNG THẠNH MỸ LỢI",TRỌN ĐƯỜNG -,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 5, PHƯỜNG THẠNH MỸ LỢI","NGUYỄN THỊ ĐỊNH - ĐƯỜNG 3, PHƯỜNG THẠNH MỸ LỢI",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 6, PHƯỜNG THẠNH MỸ LỢI","ĐƯỜNG 3, PHƯỜNG THẠNH MỸ LỢI - ĐƯỜNG 4, PHƯỜNG THẠNH MỸ LỢI",4.800.000,2.400.000,1.920.000,1.536.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 7, PHƯỜNG THẠNH MỸ LỢI",ĐỒNG VĂN CỐNG - THÍCH MẬT THỂ,4.320.000,2.160.000,1.728.000,1.382.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 16, PHƯỜNG THẠNH MỸ LỢI","NGUYỄN THỊ ĐỊNH - ĐƯỜNG 18, PHƯỜNG THẠNH MỸ LỢI",4.800.000,2.400.000,1.920.000,1.536.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 18, PHƯỜNG THẠNH MỸ LỢI",NGUYỄN THỊ ĐỊNH - ĐỒNG VĂN CỐNG,4.320.000,2.160.000,1.728.000,1.382.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 19, PHƯỜNG THẠNH MỸ LỢI","NGUYỄN THỊ ĐỊNH - ĐƯỜNG 18, PHƯỜNG THẠNH MỸ LỢI",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 20, PHƯỜNG THẠNH MỸ LỢI",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 21, PHƯỜNG THẠNH MỸ LỢI",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 22, PHƯỜNG THẠNH MỸ LỢI",TRỌN ĐƯỜNG -,3.120.000,1.560.000,1.248.000,998.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 23, PHƯỜNG THẠNH MỸ LỢI",TRỌN ĐƯỜNG -,3.120.000,1.560.000,1.248.000,998.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 24, PHƯỜNG THẠNH MỸ LỢI",TRỌN ĐƯỜNG -,3.120.000,1.560.000,1.248.000,998.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG SỐ 25, PHƯỜNG THẠNH MỸ LỢI",TRỌN ĐƯỜNG -,3.120.000,1.560.000,1.248.000,998.400,-,Đất TM-DV đô thị,9
Quận 2,"THẠNH MỸ LỢI, PHƯỜNG THẠNH MỸ LỢI","NGUYỄN THỊ ĐỊNH - ĐƯỜNG 16, PHƯỜNG THẠNH MỸ LỢI",4.800.000,2.400.000,1.920.000,1.536.000,-,Đất TM-DV đô thị,9
Quận 2,"THÍCH MẬT THỂ, PHƯỜNG THẠNH MỸ LỢI","ĐƯỜNG 16, PHƯỜNG THẠNH MỸ LỢI - ĐỒNG VĂN CỐNG",4.320.000,2.160.000,1.728.000,1.382.400,-,Đất TM-DV đô thị,9
Quận 2,"TRỊNH KHẮC LẬP, PHƯỜNG THẠNH MỸ LỢI",NGUYỄN THỊ ĐỊNH - ĐỒNG VĂN CỐNG,4.560.000,2.280.000,1.824.000,1.459.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 1, PHƯỜNG CÁT LÁI","NGUYỄN THỊ ĐỊNH - ĐƯỜNG 10, PHƯỜNG CÁT LÁI",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 2, PHƯỜNG CÁT LÁI",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 3, PHƯỜNG CÁT LÁI",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 5, PHƯỜNG CÁT LÁI",NGUYỄN THỊ ĐỊNH - CUỐI ĐƯỜNG,4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 10, PHƯỜNG CÁT LÁI",TRỌN ĐƯỜNG -,3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG 11, PHƯỜNG CÁT LÁI",TRỌN ĐƯỜNG -,3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG 12, 13, PHƯỜNG CÁT LÁI",TRỌN ĐƯỜNG -,3.680.000,1.840.000,1.472.000,1.177.600,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG 24, PHƯỜNG CÁT LÁI",LÊ VĂN THỊNH - LÊ ĐÌNH QUẢN,3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG 25, PHƯỜNG CÁT LÁI",LÊ VĂN THỊNH - LÊ ĐÌNH QUẢN,3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG 26, PHƯỜNG CÁT LÁI","ĐƯỜNG 25, PHƯỜNG CÁT LÁI - NGUYỄN ĐÔN TIẾT",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG 28, PHƯỜNG CÁT LÁI",LÊ VĂN THỊNH - NGUYỄN ĐÔN TIẾT,3.680.000,1.840.000,1.472.000,1.177.600,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG 29, PHƯỜNG CÁT LÁI",NGUYỄN THỊ ĐỊNH - LÊ VĂN THỊNH NỐI DÀI,3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG 30, PHƯỜNG CÁT LÁI",NGUYỄN THỊ ĐỊNH - LÊ ĐÌNH QUẢN,3.600.000,1.800.000,1.440.000,1.152.000,-,Đất TM-DV đô thị,10
Quận 2,"LÊ PHỤNG HIỂU, PHƯỜNG CÁT LÁI",NGUYỄN THỊ ĐỊNH - CẢNG CÁT LÁI,3.600.000,1.800.000,1.440.000,1.152.000,-,Đất TM-DV đô thị,10
Quận 2,"LÊ VĂN THỊNH NỐI DÀI, PHƯỜNG CÁT LÁI","NGÃ 3 ĐƯỜNG LÊ VĂN THỊNH - ĐƯỜNG 24 - ĐƯỜNG 5, PHƯỜNG CÁT LÁI",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,10
Quận 2,"LÊ ĐÌNH QUẢN, PHƯỜNG CÁT LÁI","ĐƯỜNG 5, PHƯỜNG CÁT LÁI - ĐƯỜNG 28, PHƯỜNG CÁT LÁI",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,10
Quận 2,NGUYỄN ĐÔN TIẾT,TRỌN ĐƯỜNG -,3.200.000,1.600.000,1.280.000,1.024.000,-,Đất TM-DV đô thị,10
Quận 2,"HẺM 112, ĐƯỜNG 42, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 42, PHƯỜNG BÌNH TRƯNG ĐÔNG - NGUYỄN VĂN GIÁP",4.560.000,2.280.000,1.824.000,1.459.200,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 52-TML,BÁT NÀN - LÊ HIẾN MAI,5.440.000,2.720.000,2.176.000,1.740.800,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 54-TML,"TRƯƠNG VĂN BANG, PHƯỜNG THẠNH MỸ LỢI (DỰ ÁN 174HA) - ĐỒNG VĂN CỐNG",5.440.000,2.720.000,2.176.000,1.740.800,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 55-TML,"BÁT NÀN - TẠ HIỆN, PHƯỜNG THẠNH MỸ LỢI (DỰ ÁN 174HA)",5.440.000,2.720.000,2.176.000,1.740.800,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 56-TML,ĐƯỜNG 52-TML - CUỐI ĐƯỜNG,5.440.000,2.720.000,2.176.000,1.740.800,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 57-TML,ĐƯỜNG 52-TML - ĐỒNG VĂN CỐNG,5.440.000,2.720.000,2.176.000,1.740.800,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 58-TML,"NGUYỄN VĂN KỈNH, PHƯỜNG THẠNH MỸ LỢI (DỰ ÁN 174HA) - ĐƯỜNG 103-TML",5.600.000,2.800.000,2.240.000,1.792.000,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 59-TML,"TẠ HIỆN, PHƯỜNG THẠNH MỸ LỢI (DỰ ÁN 174HA) - NGUYỄN AN, PHƯỜNG THẠNH MỸ LỢI (DỰ ÁN 174HA)",5.600.000,2.800.000,2.240.000,1.792.000,-,Đất TM-DV đô thị,10
Quận 2,"ĐƯỜNG GIAO THÔNG NỘI BỘ DỰ ÁN KHU NHÀ Ở CÔNG TY HUY HOÀNG - 174HA , PHƯỜNG THẠNH MỸ LỢI",TRỌN ĐƯỜNG -,5.440.000,2.720.000,2.176.000,1.740.800,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 60-TML,"LÊ HIẾN MAI - ĐẶNG NHƯ MAI, PHƯỜNG THẠNH MỸ LỢI (DỰ ÁN 174HA)",5.600.000,2.800.000,2.240.000,1.792.000,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 61-TML,ĐƯỜNG 62-TML - ĐƯỜNG 60-TML,5.440.000,2.720.000,2.176.000,1.740.800,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 68-TML,TRỌN ĐƯỜNG -,5.440.000,2.720.000,2.176.000,1.740.800,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 62-TML,"NGUYỄN THANH SƠN - ĐẶNG NHƯ MAI, PHƯỜNG THẠNH MỸ LỢI (DỰ ÁN 174HA)",5.600.000,2.800.000,2.240.000,1.792.000,-,Đất TM-DV đô thị,10
Quận 2,ĐƯỜNG 64-TML,"NGUYỄN VĂN KỈNH, PHƯỜNG THẠNH MỸ LỢI (DỰ ÁN 174HA) - ĐƯỜNG 103-TML",5.600.000,2.800.000,2.240.000,1.792.000,-,Đất TM-DV đô thị,10
